id,metric_name,modelo_registry_id,warning_treshold,critical_treshold,direction,valid_from,valid_to,,,,
346,gini_CPTI813REZ,bb_11,0.15,0.05,lower_worse,01/01/25,31/01/25,,,,
347,gini_SLDPROMMENSUALN3,bb_11,0.15,0.05,lower_worse,01/01/25,31/01/25,,,,
348,gini_SLDPROMMENSUAL,bb_11,0.15,0.05,lower_worse,01/01/25,31/01/25,,,,
349,gini_EDAD,bb_11,0.15,0.05,lower_worse,01/01/25,31/01/25,,,,
350,gini_INTERCEPTO,bb_11,0.15,0.05,lower_worse,01/01/25,31/01/25,,,,
351,gini_CPMEANMALOS813REZ,bb_11,0.15,0.05,lower_worse,01/01/25,31/01/25,,,,
352,gini_INDSINCUENTA,bb_11,0.15,0.05,lower_worse,01/01/25,31/01/25,,,,
353,gini_CPMEANTI813REZ,bb_11,0.15,0.05,lower_worse,01/01/25,31/01/25,,,,
354,gini_CPMEANTI46REZ,bb_11,0.15,0.05,lower_worse,01/01/25,31/01/25,,,,
355,gini_INDCUENTACAPTA,bb_11,0.15,0.05,lower_worse,01/01/25,31/01/25,,,,
356,gini_MTODEPINTERES12M,bb_11,0.15,0.05,lower_worse,01/01/25,31/01/25,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
