fiidscoreds,fipais,ficanal,fisucursal,fcnumsolicitud,fipaiscu,ficanalcu,fisucursalcu,fifoliocu,fiidsegmento,fnpuntaje,fcnombresegmento21,fiidvariable,fcnombre_variable,fcvalor_variable,fnpuntaje_variable,fitipo_variable,fdregistro_solicitud,fcusrcreacion,fdfechacreacion_fuente,fcusuariocreacion,fdfechacreacion
42394742,1,1,3175,2.02211E+37,1,1,2074,49116,3,441,BIG FILES,107,INTERCEPTO,-100,418,1,1.73165E+12,CONTINGENCIA,1.73193E+12,ubdf_app_baz,1.77129E+12
42394742,1,1,3175,2.02211E+37,1,1,2074,49116,3,441,BIG FILES,26,MAXMOP52S,84,,1,1.73165E+12,CONTINGENCIA,1.73193E+12,ubdf_app_baz,1.77129E+12
42394742,1,1,3175,2.02211E+37,1,1,2074,49116,3,441,BIG FILES,30,UTILTARGETHOLD,0.491704417,7,1,1.73165E+12,CONTINGENCIA,1.73193E+12,ubdf_app_baz,1.77129E+12
42394742,1,1,3175,2.02211E+37,1,1,2074,49116,3,441,BIG FILES,39,MINSEMULTCOMP,12,,1,1.73165E+12,CONTINGENCIA,1.73193E+12,ubdf_app_baz,1.77129E+12
42394742,1,1,3175,2.02211E+37,1,1,2074,49116,3,441,BIG FILES,105,SUMABIERTAS26S,3,,1,1.73165E+12,CONTINGENCIA,1.73193E+12,ubdf_app_baz,1.77129E+12
42394742,1,1,3175,2.02211E+37,1,1,2074,49116,3,441,BIG FILES,21,CTASPAGOMINCERRADAS,1,,1,1.73165E+12,CONTINGENCIA,1.73193E+12,ubdf_app_baz,1.77129E+12
42394742,1,1,3175,2.02211E+37,1,1,2074,49116,3,441,BIG FILES,27,MAXSEMULTPAGAACTIVAS,308,,1,1.73165E+12,CONTINGENCIA,1.73193E+12,ubdf_app_baz,1.77129E+12
42394742,1,1,3175,2.02211E+37,1,1,2074,49116,3,441,BIG FILES,56,COCTOTCONSCDC3M12M,0.111111111,9,1,1.73165E+12,CONTINGENCIA,1.73193E+12,ubdf_app_baz,1.77129E+12
42394742,1,1,3175,2.02211E+37,1,1,2074,49116,3,441,BIG FILES,53,TPFCONSCDC12M,6,,1,1.73165E+12,CONTINGENCIA,1.73193E+12,ubdf_app_baz,1.77129E+12
42394742,1,1,3175,2.02211E+37,1,1,2074,49116,3,441,BIG FILES,29,MEANSEMVIDACARD,-100,7,1,1.73165E+12,CONTINGENCIA,1.73193E+12,ubdf_app_baz,1.77129E+12
42394742,1,1,3175,2.02211E+37,1,1,2074,49116,3,441,BIG FILES,60,KO1ANT,1,,1,1.73165E+12,CONTINGENCIA,1.73193E+12,ubdf_app_baz,1.77129E+12
42394742,1,1,3175,2.02211E+37,1,1,2074,49116,3,441,BIG FILES,5,EDAD,34,,1,1.73165E+12,CONTINGENCIA,1.73193E+12,ubdf_app_baz,1.77129E+12
42394742,1,1,3175,2.02211E+37,1,1,2074,49116,3,441,BIG FILES,59,KO3SV,14514,,1,1.73165E+12,CONTINGENCIA,1.73193E+12,ubdf_app_baz,1.77129E+12
42394742,1,1,3175,2.02211E+37,1,1,2074,49116,3,441,BIG FILES,17,MAXANTCARD,0,,1,1.73165E+12,CONTINGENCIA,1.73193E+12,ubdf_app_baz,1.77129E+12
42418242,1,1,9159,2.02411E+37,1,1,9735,9744,3,512,BIG FILES,21,CTASPAGOMINCERRADAS,4,20,1,1.73165E+12,CONTINGENCIA,1.73193E+12,ubdf_app_baz,1.77129E+12
42418242,1,1,9159,2.02411E+37,1,1,9735,9744,3,512,BIG FILES,29,MEANSEMVIDACARD,204.5,9,1,1.73165E+12,CONTINGENCIA,1.73193E+12,ubdf_app_baz,1.77129E+12
42418242,1,1,9159,2.02411E+37,1,1,9735,9744,3,512,BIG FILES,5,EDAD,24,,1,1.73165E+12,CONTINGENCIA,1.73193E+12,ubdf_app_baz,1.77129E+12
42418242,1,1,9159,2.02411E+37,1,1,9735,9744,3,512,BIG FILES,105,SUMABIERTAS26S,0,30,1,1.73165E+12,CONTINGENCIA,1.73193E+12,ubdf_app_baz,1.77129E+12
42418242,1,1,9159,2.02411E+37,1,1,9735,9744,3,512,BIG FILES,26,MAXMOP52S,365.4,,1,1.73165E+12,CONTINGENCIA,1.73193E+12,ubdf_app_baz,1.77129E+12
42418242,1,1,9159,2.02411E+37,1,1,9735,9744,3,512,BIG FILES,39,MINSEMULTCOMP,38,,1,1.73165E+12,CONTINGENCIA,1.73193E+12,ubdf_app_baz,1.77129E+12
42418242,1,1,9159,2.02411E+37,1,1,9735,9744,3,512,BIG FILES,56,COCTOTCONSCDC3M12M,0.25,9,1,1.73165E+12,CONTINGENCIA,1.73193E+12,ubdf_app_baz,1.77129E+12
42418242,1,1,9159,2.02411E+37,1,1,9735,9744,3,512,BIG FILES,27,MAXSEMULTPAGAACTIVAS,147,,1,1.73165E+12,CONTINGENCIA,1.73193E+12,ubdf_app_baz,1.77129E+12
42418242,1,1,9159,2.02411E+37,1,1,9735,9744,3,512,BIG FILES,30,UTILTARGETHOLD,0.333188259,9,1,1.73165E+12,CONTINGENCIA,1.73193E+12,ubdf_app_baz,1.77129E+12
42418242,1,1,9159,2.02411E+37,1,1,9735,9744,3,512,BIG FILES,107,INTERCEPTO,-100,418,1,1.73165E+12,CONTINGENCIA,1.73193E+12,ubdf_app_baz,1.77129E+12
42418242,1,1,9159,2.02411E+37,1,1,9735,9744,3,512,BIG FILES,17,MAXANTCARD,131,6,1,1.73165E+12,CONTINGENCIA,1.73193E+12,ubdf_app_baz,1.77129E+12
42418242,1,1,9159,2.02411E+37,1,1,9735,9744,3,512,BIG FILES,60,KO1ANT,1,,1,1.73165E+12,CONTINGENCIA,1.73193E+12,ubdf_app_baz,1.77129E+12
42418242,1,1,9159,2.02411E+37,1,1,9735,9744,3,512,BIG FILES,59,KO3SV,23765,,1,1.73165E+12,CONTINGENCIA,1.73193E+12,ubdf_app_baz,1.77129E+12
42418242,1,1,9159,2.02411E+37,1,1,9735,9744,3,512,BIG FILES,53,TPFCONSCDC12M,5,11,1,1.73165E+12,CONTINGENCIA,1.73193E+12,ubdf_app_baz,1.77129E+12
42753303,1,1,2397,2.02412E+37,1,1,2397,45823,3,565,BIG FILES,5,EDAD,33,,1,1.73303E+12,CONTINGENCIA,1.73314E+12,ubdf_app_baz,1.77129E+12
42753303,1,1,2397,2.02412E+37,1,1,2397,45823,3,565,BIG FILES,21,CTASPAGOMINCERRADAS,2,3,1,1.73303E+12,CONTINGENCIA,1.73314E+12,ubdf_app_baz,1.77129E+12
42753303,1,1,2397,2.02412E+37,1,1,2397,45823,3,565,BIG FILES,17,MAXANTCARD,112,6,1,1.73303E+12,CONTINGENCIA,1.73314E+12,ubdf_app_baz,1.77129E+12
42753303,1,1,2397,2.02412E+37,1,1,2397,45823,3,565,BIG FILES,30,UTILTARGETHOLD,0.214911527,10,1,1.73303E+12,CONTINGENCIA,1.73314E+12,ubdf_app_baz,1.77129E+12
42753303,1,1,2397,2.02412E+37,1,1,2397,45823,3,565,BIG FILES,26,MAXMOP52S,56.55,2,1,1.73303E+12,CONTINGENCIA,1.73314E+12,ubdf_app_baz,1.77129E+12
42753303,1,1,2397,2.02412E+37,1,1,2397,45823,3,565,BIG FILES,56,COCTOTCONSCDC3M12M,-100,10,1,1.73303E+12,CONTINGENCIA,1.73314E+12,ubdf_app_baz,1.77129E+12
42753303,1,1,2397,2.02412E+37,1,1,2397,45823,3,565,BIG FILES,59,KO3SV,3753,3,1,1.73303E+12,CONTINGENCIA,1.73314E+12,ubdf_app_baz,1.77129E+12
42753303,1,1,2397,2.02412E+37,1,1,2397,45823,3,565,BIG FILES,60,KO1ANT,0,17,1,1.73303E+12,CONTINGENCIA,1.73314E+12,ubdf_app_baz,1.77129E+12
42753303,1,1,2397,2.02412E+37,1,1,2397,45823,3,565,BIG FILES,39,MINSEMULTCOMP,112,,1,1.73303E+12,CONTINGENCIA,1.73314E+12,ubdf_app_baz,1.77129E+12
42753303,1,1,2397,2.02412E+37,1,1,2397,45823,3,565,BIG FILES,105,SUMABIERTAS26S,0,30,1,1.73303E+12,CONTINGENCIA,1.73314E+12,ubdf_app_baz,1.77129E+12
42753303,1,1,2397,2.02412E+37,1,1,2397,45823,3,565,BIG FILES,27,MAXSEMULTPAGAACTIVAS,0,16,1,1.73303E+12,CONTINGENCIA,1.73314E+12,ubdf_app_baz,1.77129E+12
42753303,1,1,2397,2.02412E+37,1,1,2397,45823,3,565,BIG FILES,53,TPFCONSCDC12M,0,39,1,1.73303E+12,CONTINGENCIA,1.73314E+12,ubdf_app_baz,1.77129E+12
42753303,1,1,2397,2.02412E+37,1,1,2397,45823,3,565,BIG FILES,107,INTERCEPTO,-100,418,1,1.73303E+12,CONTINGENCIA,1.73314E+12,ubdf_app_baz,1.77129E+12
42753303,1,1,2397,2.02412E+37,1,1,2397,45823,3,565,BIG FILES,29,MEANSEMVIDACARD,337.5,11,1,1.73303E+12,CONTINGENCIA,1.73314E+12,ubdf_app_baz,1.77129E+12
42768552,1,1,4378,2.02411E+37,1,1,8757,1772964,6,647,NO FILES,133,MONTOCOMPRADOLARES,0,31,1,1.73312E+12,CONTINGENCIA,1.73375E+12,ubdf_app_baz,1.77129E+12
42768552,1,1,4378,2.02411E+37,1,1,8757,1772964,6,647,NO FILES,129,SLDPROMMENSUAL,0,,1,1.73312E+12,CONTINGENCIA,1.73375E+12,ubdf_app_baz,1.77129E+12
42768552,1,1,4378,2.02411E+37,1,1,8757,1772964,6,647,NO FILES,49,SLDVISTA,0,,1,1.73312E+12,CONTINGENCIA,1.73375E+12,ubdf_app_baz,1.77129E+12
42768552,1,1,4378,2.02411E+37,1,1,8757,1772964,6,647,NO FILES,78,ANTCAP,1545,32,1,1.73312E+12,CONTINGENCIA,1.73375E+12,ubdf_app_baz,1.77129E+12
42768552,1,1,4378,2.02411E+37,1,1,8757,1772964,6,647,NO FILES,101,CPMEANTI813REZ,0.020833333,41,1,1.73312E+12,CONTINGENCIA,1.73375E+12,ubdf_app_baz,1.77129E+12
42768552,1,1,4378,2.02411E+37,1,1,8757,1772964,6,647,NO FILES,73,NUMNOMONETARIAS,0,39,1,1.73312E+12,CONTINGENCIA,1.73375E+12,ubdf_app_baz,1.77129E+12
42768552,1,1,4378,2.02411E+37,1,1,8757,1772964,6,647,NO FILES,134,EDOMEANCONTEOSREZ,51025.66667,8,1,1.73312E+12,CONTINGENCIA,1.73375E+12,ubdf_app_baz,1.77129E+12
42768552,1,1,4378,2.02411E+37,1,1,8757,1772964,6,647,NO FILES,124,AVGNUMSEMANASACT,0,,1,1.73312E+12,CONTINGENCIA,1.73375E+12,ubdf_app_baz,1.77129E+12
42768552,1,1,4378,2.02411E+37,1,1,8757,1772964,6,647,NO FILES,132,INDSINCUENTA,0,,1,1.73312E+12,CONTINGENCIA,1.73375E+12,ubdf_app_baz,1.77129E+12
42768552,1,1,4378,2.02411E+37,1,1,8757,1772964,6,647,NO FILES,113,SLDPROMMENSUALN6,0,,1,1.73312E+12,CONTINGENCIA,1.73375E+12,ubdf_app_baz,1.77129E+12
42768552,1,1,4378,2.02411E+37,1,1,8757,1772964,6,647,NO FILES,107,INTERCEPTO,-100,398,1,1.73312E+12,CONTINGENCIA,1.73375E+12,ubdf_app_baz,1.77129E+12
42768552,1,1,4378,2.02411E+37,1,1,8757,1772964,6,647,NO FILES,130,AVGNUMGUARDADITO6,0,,1,1.73312E+12,CONTINGENCIA,1.73375E+12,ubdf_app_baz,1.77129E+12
42768552,1,1,4378,2.02411E+37,1,1,8757,1772964,6,647,NO FILES,123,MINSLDTOTPRODCAP6M,0,5,1,1.73312E+12,CONTINGENCIA,1.73375E+12,ubdf_app_baz,1.77129E+12
42768552,1,1,4378,2.02411E+37,1,1,8757,1772964,6,647,NO FILES,135,NUMCONVENIENCIA,0,43,1,1.73312E+12,CONTINGENCIA,1.73375E+12,ubdf_app_baz,1.77129E+12
42768552,1,1,4378,2.02411E+37,1,1,8757,1772964,6,647,NO FILES,5,EDAD,20,,1,1.73312E+12,CONTINGENCIA,1.73375E+12,ubdf_app_baz,1.77129E+12
42768552,1,1,4378,2.02411E+37,1,1,8757,1772964,6,647,NO FILES,131,INDCUENTACAPTA,1,29,1,1.73312E+12,CONTINGENCIA,1.73375E+12,ubdf_app_baz,1.77129E+12
42768552,1,1,4378,2.02411E+37,1,1,8757,1772964,6,647,NO FILES,121,AVGMTOINTERNET,0,1,1,1.73312E+12,CONTINGENCIA,1.73375E+12,ubdf_app_baz,1.77129E+12
42768552,1,1,4378,2.02411E+37,1,1,8757,1772964,6,647,NO FILES,103,EDOMEANTI813REZ,0.047002945,20,1,1.73312E+12,CONTINGENCIA,1.73375E+12,ubdf_app_baz,1.77129E+12
42925500,1,1,1083,2.02412E+25,1,1,1083,77483,5,558,BIG FILES,39,MINSEMULTCOMP,4,21,1,1.7339E+12,CONTINGENCIA,1.73435E+12,ubdf_app_baz,1.77129E+12
42925500,1,1,1083,2.02412E+25,1,1,1083,77483,5,558,BIG FILES,50,SLDTOTPRODCAP3,6.178,2,1,1.7339E+12,CONTINGENCIA,1.73435E+12,ubdf_app_baz,1.77129E+12
42925500,1,1,1083,2.02412E+25,1,1,1083,77483,5,558,BIG FILES,125,NUMPRESTAMOSPERS,5,3,1,1.7339E+12,CONTINGENCIA,1.73435E+12,ubdf_app_baz,1.77129E+12
42925500,1,1,1083,2.02412E+25,1,1,1083,77483,5,558,BIG FILES,123,MINSLDTOTPRODCAP6M,0,,1,1.7339E+12,CONTINGENCIA,1.73435E+12,ubdf_app_baz,1.77129E+12
42925500,1,1,1083,2.02412E+25,1,1,1083,77483,5,558,BIG FILES,122,MONTOVENTAPESOS,0,33,1,1.7339E+12,CONTINGENCIA,1.73435E+12,ubdf_app_baz,1.77129E+12
42925500,1,1,1083,2.02412E+25,1,1,1083,77483,5,558,BIG FILES,128,EDOMEDIANCONTEOSREZ,10816,9,1,1.7339E+12,CONTINGENCIA,1.73435E+12,ubdf_app_baz,1.77129E+12
42925500,1,1,1083,2.02412E+25,1,1,1083,77483,5,558,BIG FILES,5,EDAD,32,1,1,1.7339E+12,CONTINGENCIA,1.73435E+12,ubdf_app_baz,1.77129E+12
42925500,1,1,1083,2.02412E+25,1,1,1083,77483,5,558,BIG FILES,59,KO3SV,14975,9,1,1.7339E+12,CONTINGENCIA,1.73435E+12,ubdf_app_baz,1.77129E+12
42925500,1,1,1083,2.02412E+25,1,1,1083,77483,5,558,BIG FILES,101,CPMEANTI813REZ,0.067836257,12,1,1.7339E+12,CONTINGENCIA,1.73435E+12,ubdf_app_baz,1.77129E+12
42925500,1,1,1083,2.02412E+25,1,1,1083,77483,5,558,BIG FILES,107,INTERCEPTO,-100,379,1,1.7339E+12,CONTINGENCIA,1.73435E+12,ubdf_app_baz,1.77129E+12
42925500,1,1,1083,2.02412E+25,1,1,1083,77483,5,558,BIG FILES,126,ANTDIG,2040,11,1,1.7339E+12,CONTINGENCIA,1.73435E+12,ubdf_app_baz,1.77129E+12
42925500,1,1,1083,2.02412E+25,1,1,1083,77483,5,558,BIG FILES,127,EDOMEDIANTI46REZ,0.017291626,25,1,1.7339E+12,CONTINGENCIA,1.73435E+12,ubdf_app_baz,1.77129E+12
42925500,1,1,1083,2.02412E+25,1,1,1083,77483,5,558,BIG FILES,124,AVGNUMSEMANASACT,0,,1,1.7339E+12,CONTINGENCIA,1.73435E+12,ubdf_app_baz,1.77129E+12
42925500,1,1,1083,2.02412E+25,1,1,1083,77483,5,558,BIG FILES,53,TPFCONSCDC12M,5,24,1,1.7339E+12,CONTINGENCIA,1.73435E+12,ubdf_app_baz,1.77129E+12
42925500,1,1,1083,2.02412E+25,1,1,1083,77483,5,558,BIG FILES,29,MEANSEMVIDACARD,46.5,1,1,1.7339E+12,CONTINGENCIA,1.73435E+12,ubdf_app_baz,1.77129E+12
42925500,1,1,1083,2.02412E+25,1,1,1083,77483,5,558,BIG FILES,21,CTASPAGOMINCERRADAS,3,18,1,1.7339E+12,CONTINGENCIA,1.73435E+12,ubdf_app_baz,1.77129E+12
42925500,1,1,1083,2.02412E+25,1,1,1083,77483,5,558,BIG FILES,17,MAXANTCARD,65,,1,1.7339E+12,CONTINGENCIA,1.73435E+12,ubdf_app_baz,1.77129E+12
42925500,1,1,1083,2.02412E+25,1,1,1083,77483,5,558,BIG FILES,30,UTILTARGETHOLD,0.497522653,6,1,1.7339E+12,CONTINGENCIA,1.73435E+12,ubdf_app_baz,1.77129E+12
42925500,1,1,1083,2.02412E+25,1,1,1083,77483,5,558,BIG FILES,121,AVGMTOINTERNET,0,4,1,1.7339E+12,CONTINGENCIA,1.73435E+12,ubdf_app_baz,1.77129E+12
43008554,1,27,9950,2.02412E+36,1,1,6185,68360,3,555,BIG FILES,107,INTERCEPTO,-100,418,1,1.73433E+12,CONTINGENCIA,1.73496E+12,ubdf_app_baz,1.77129E+12
43008554,1,27,9950,2.02412E+36,1,1,6185,68360,3,555,BIG FILES,39,MINSEMULTCOMP,3,29,1,1.73433E+12,CONTINGENCIA,1.73496E+12,ubdf_app_baz,1.77129E+12
43008554,1,27,9950,2.02412E+36,1,1,6185,68360,3,555,BIG FILES,30,UTILTARGETHOLD,0.259374104,9,1,1.73433E+12,CONTINGENCIA,1.73496E+12,ubdf_app_baz,1.77129E+12
43008554,1,27,9950,2.02412E+36,1,1,6185,68360,3,555,BIG FILES,60,KO1ANT,0,17,1,1.73433E+12,CONTINGENCIA,1.73496E+12,ubdf_app_baz,1.77129E+12
43008554,1,27,9950,2.02412E+36,1,1,6185,68360,3,555,BIG FILES,29,MEANSEMVIDACARD,14.66666667,,1,1.73433E+12,CONTINGENCIA,1.73496E+12,ubdf_app_baz,1.77129E+12
43008554,1,27,9950,2.02412E+36,1,1,6185,68360,3,555,BIG FILES,21,CTASPAGOMINCERRADAS,7,45,1,1.73433E+12,CONTINGENCIA,1.73496E+12,ubdf_app_baz,1.77129E+12
43008554,1,27,9950,2.02412E+36,1,1,6185,68360,3,555,BIG FILES,27,MAXSEMULTPAGAACTIVAS,5,16,1,1.73433E+12,CONTINGENCIA,1.73496E+12,ubdf_app_baz,1.77129E+12
43008554,1,27,9950,2.02412E+36,1,1,6185,68360,3,555,BIG FILES,5,EDAD,30,,1,1.73433E+12,CONTINGENCIA,1.73496E+12,ubdf_app_baz,1.77129E+12
43008554,1,27,9950,2.02412E+36,1,1,6185,68360,3,555,BIG FILES,53,TPFCONSCDC12M,21,,1,1.73433E+12,CONTINGENCIA,1.73496E+12,ubdf_app_baz,1.77129E+12
43008554,1,27,9950,2.02412E+36,1,1,6185,68360,3,555,BIG FILES,56,COCTOTCONSCDC3M12M,0.25,9,1,1.73433E+12,CONTINGENCIA,1.73496E+12,ubdf_app_baz,1.77129E+12
43008554,1,27,9950,2.02412E+36,1,1,6185,68360,3,555,BIG FILES,17,MAXANTCARD,25,6,1,1.73433E+12,CONTINGENCIA,1.73496E+12,ubdf_app_baz,1.77129E+12
43008554,1,27,9950,2.02412E+36,1,1,6185,68360,3,555,BIG FILES,59,KO3SV,9170,,1,1.73433E+12,CONTINGENCIA,1.73496E+12,ubdf_app_baz,1.77129E+12
43008554,1,27,9950,2.02412E+36,1,1,6185,68360,3,555,BIG FILES,26,MAXMOP52S,14.98,6,1,1.73433E+12,CONTINGENCIA,1.73496E+12,ubdf_app_baz,1.77129E+12
43008554,1,27,9950,2.02412E+36,1,1,6185,68360,3,555,BIG FILES,105,SUMABIERTAS26S,20,,1,1.73433E+12,CONTINGENCIA,1.73496E+12,ubdf_app_baz,1.77129E+12
43271570,1,1,6082,2.02412E+37,1,1,6082,33713,1,533,NO FILES,102,CPTI813REZ,0.111111111,,1,1.73562E+12,CONTINGENCIA,1.73617E+12,ubdf_app_baz,1.77129E+12
43271570,1,1,6082,2.02412E+37,1,1,6082,33713,1,533,NO FILES,8,SEXO,1,,1,1.73562E+12,CONTINGENCIA,1.73617E+12,ubdf_app_baz,1.77129E+12
43271570,1,1,6082,2.02412E+37,1,1,6082,33713,1,533,NO FILES,103,EDOMEANTI813REZ,0.051303087,15,1,1.73562E+12,CONTINGENCIA,1.73617E+12,ubdf_app_baz,1.77129E+12
43271570,1,1,6082,2.02412E+37,1,1,6082,33713,1,533,NO FILES,107,INTERCEPTO,-100,497,1,1.73562E+12,CONTINGENCIA,1.73617E+12,ubdf_app_baz,1.77129E+12
43271570,1,1,6082,2.02412E+37,1,1,6082,33713,1,533,NO FILES,101,CPMEANTI813REZ,0.111111111,,1,1.73562E+12,CONTINGENCIA,1.73617E+12,ubdf_app_baz,1.77129E+12
43271570,1,1,6082,2.02412E+37,1,1,6082,33713,1,533,NO FILES,100,CPMEANTI46REZ,0.111111111,,1,1.73562E+12,CONTINGENCIA,1.73617E+12,ubdf_app_baz,1.77129E+12
43271570,1,1,6082,2.02412E+37,1,1,6082,33713,1,533,NO FILES,5,EDAD,32,21,1,1.73562E+12,CONTINGENCIA,1.73617E+12,ubdf_app_baz,1.77129E+12
43424602,1,1,5593,2.02501E+36,1,1,9305,2642212,5,694,BIG FILES,125,NUMPRESTAMOSPERS,3,5,1,1.7364E+12,CONTINGENCIA,1.73677E+12,ubdf_app_baz,1.77129E+12
43424602,1,1,5593,2.02501E+36,1,1,9305,2642212,5,694,BIG FILES,128,EDOMEDIANCONTEOSREZ,10437,9,1,1.7364E+12,CONTINGENCIA,1.73677E+12,ubdf_app_baz,1.77129E+12
43424602,1,1,5593,2.02501E+36,1,1,9305,2642212,5,694,BIG FILES,124,AVGNUMSEMANASACT,10.333,5,1,1.7364E+12,CONTINGENCIA,1.73677E+12,ubdf_app_baz,1.77129E+12
43424602,1,1,5593,2.02501E+36,1,1,9305,2642212,5,694,BIG FILES,29,MEANSEMVIDACARD,255,4,1,1.7364E+12,CONTINGENCIA,1.73677E+12,ubdf_app_baz,1.77129E+12
43424602,1,1,5593,2.02501E+36,1,1,9305,2642212,5,694,BIG FILES,39,MINSEMULTCOMP,2,33,1,1.7364E+12,CONTINGENCIA,1.73677E+12,ubdf_app_baz,1.77129E+12
43424602,1,1,5593,2.02501E+36,1,1,9305,2642212,5,694,BIG FILES,123,MINSLDTOTPRODCAP6M,0,,1,1.7364E+12,CONTINGENCIA,1.73677E+12,ubdf_app_baz,1.77129E+12
43424602,1,1,5593,2.02501E+36,1,1,9305,2642212,5,694,BIG FILES,101,CPMEANTI813REZ,0,35,1,1.7364E+12,CONTINGENCIA,1.73677E+12,ubdf_app_baz,1.77129E+12
43424602,1,1,5593,2.02501E+36,1,1,9305,2642212,5,694,BIG FILES,5,EDAD,25,,1,1.7364E+12,CONTINGENCIA,1.73677E+12,ubdf_app_baz,1.77129E+12
43424602,1,1,5593,2.02501E+36,1,1,9305,2642212,5,694,BIG FILES,21,CTASPAGOMINCERRADAS,1,9,1,1.7364E+12,CONTINGENCIA,1.73677E+12,ubdf_app_baz,1.77129E+12
43424602,1,1,5593,2.02501E+36,1,1,9305,2642212,5,694,BIG FILES,126,ANTDIG,120,,1,1.7364E+12,CONTINGENCIA,1.73677E+12,ubdf_app_baz,1.77129E+12
43424602,1,1,5593,2.02501E+36,1,1,9305,2642212,5,694,BIG FILES,59,KO3SV,0,47,1,1.7364E+12,CONTINGENCIA,1.73677E+12,ubdf_app_baz,1.77129E+12
43424602,1,1,5593,2.02501E+36,1,1,9305,2642212,5,694,BIG FILES,50,SLDTOTPRODCAP3,426.674,24,1,1.7364E+12,CONTINGENCIA,1.73677E+12,ubdf_app_baz,1.77129E+12
43424602,1,1,5593,2.02501E+36,1,1,9305,2642212,5,694,BIG FILES,122,MONTOVENTAPESOS,0,33,1,1.7364E+12,CONTINGENCIA,1.73677E+12,ubdf_app_baz,1.77129E+12
43424602,1,1,5593,2.02501E+36,1,1,9305,2642212,5,694,BIG FILES,127,EDOMEDIANTI46REZ,0.01676727,25,1,1.7364E+12,CONTINGENCIA,1.73677E+12,ubdf_app_baz,1.77129E+12
43424602,1,1,5593,2.02501E+36,1,1,9305,2642212,5,694,BIG FILES,53,TPFCONSCDC12M,2,44,1,1.7364E+12,CONTINGENCIA,1.73677E+12,ubdf_app_baz,1.77129E+12
43424602,1,1,5593,2.02501E+36,1,1,9305,2642212,5,694,BIG FILES,107,INTERCEPTO,-100,379,1,1.7364E+12,CONTINGENCIA,1.73677E+12,ubdf_app_baz,1.77129E+12
43424602,1,1,5593,2.02501E+36,1,1,9305,2642212,5,694,BIG FILES,17,MAXANTCARD,255,3,1,1.7364E+12,CONTINGENCIA,1.73677E+12,ubdf_app_baz,1.77129E+12
43424602,1,1,5593,2.02501E+36,1,1,9305,2642212,5,694,BIG FILES,30,UTILTARGETHOLD,0.460020833,6,1,1.7364E+12,CONTINGENCIA,1.73677E+12,ubdf_app_baz,1.77129E+12
43424602,1,1,5593,2.02501E+36,1,1,9305,2642212,5,694,BIG FILES,121,AVGMTOINTERNET,887.6,33,1,1.7364E+12,CONTINGENCIA,1.73677E+12,ubdf_app_baz,1.77129E+12
43830369,1,27,2593,2.02501E+37,1,1,8757,649347,10,522,BIG FILES,101,CPMEANTI813REZ,0.056522108,15,1,1.73856E+12,CONTINGENCIA,1.73919E+12,ubdf_app_baz,1.77129E+12
43830369,1,27,2593,2.02501E+37,1,1,8757,649347,10,522,BIG FILES,29,MEANSEMVIDACARD,72.66666667,4,1,1.73856E+12,CONTINGENCIA,1.73919E+12,ubdf_app_baz,1.77129E+12
43830369,1,27,2593,2.02501E+37,1,1,8757,649347,10,522,BIG FILES,150,AVGSLDGUARDADITO6,0,2,1,1.73856E+12,CONTINGENCIA,1.73919E+12,ubdf_app_baz,1.77129E+12
43830369,1,27,2593,2.02501E+37,1,1,8757,649347,10,522,BIG FILES,107,INTERCEPTO,-100,399,1,1.73856E+12,CONTINGENCIA,1.73919E+12,ubdf_app_baz,1.77129E+12
43830369,1,27,2593,2.02501E+37,1,1,8757,649347,10,522,BIG FILES,59,KO3SV,0,34,1,1.73856E+12,CONTINGENCIA,1.73919E+12,ubdf_app_baz,1.77129E+12
43830369,1,27,2593,2.02501E+37,1,1,8757,649347,10,522,BIG FILES,113,SLDPROMMENSUALN6,0,,1,1.73856E+12,CONTINGENCIA,1.73919E+12,ubdf_app_baz,1.77129E+12
43830369,1,27,2593,2.02501E+37,1,1,8757,649347,10,522,BIG FILES,23,UTILIZACION,0.329389529,5,1,1.73856E+12,CONTINGENCIA,1.73919E+12,ubdf_app_baz,1.77129E+12
43830369,1,27,2593,2.02501E+37,1,1,8757,649347,10,522,BIG FILES,152,NUMPROMDIFSES,0,1,1,1.73856E+12,CONTINGENCIA,1.73919E+12,ubdf_app_baz,1.77129E+12
43830369,1,27,2593,2.02501E+37,1,1,8757,649347,10,522,BIG FILES,39,MINSEMULTCOMP,1,26,1,1.73856E+12,CONTINGENCIA,1.73919E+12,ubdf_app_baz,1.77129E+12
43830369,1,27,2593,2.02501E+37,1,1,8757,649347,10,522,BIG FILES,17,MAXANTCARD,176,,1,1.73856E+12,CONTINGENCIA,1.73919E+12,ubdf_app_baz,1.77129E+12
43830369,1,27,2593,2.02501E+37,1,1,8757,649347,10,522,BIG FILES,121,AVGMTOINTERNET,0,3,1,1.73856E+12,CONTINGENCIA,1.73919E+12,ubdf_app_baz,1.77129E+12
43830369,1,27,2593,2.02501E+37,1,1,8757,649347,10,522,BIG FILES,57,TPFCONSCDC6M,5,13,1,1.73856E+12,CONTINGENCIA,1.73919E+12,ubdf_app_baz,1.77129E+12
43830369,1,27,2593,2.02501E+37,1,1,8757,649347,10,522,BIG FILES,21,CTASPAGOMINCERRADAS,0,,1,1.73856E+12,CONTINGENCIA,1.73919E+12,ubdf_app_baz,1.77129E+12
