cliente_unico,num_periodo,vinculado,ant_cap,ant_dig,antg_capta_12m,antg_capta_3m,avg_mto_conveniencia,avg_mto_internet,avg_num_canal_cajero_6,avg_num_guardadito_6,avg_num_semanas_act,avg_sld_guardadito_6,cod_antiguedad,cod_nivel_cuenta,dias_ult_disp,disp_mensual,flg_compra_ta_12m,flg_dep_interes_12m,flg_dep_interes_3m,huella_digital,ind_cuenta_capta,ind_sin_cuenta,min_sld_tot_prod_cap_6m,monto_compra_dolares,monto_eeuu_u12meses,monto_pago,monto_u12meses,monto_venta_pesos,mto_dep_interes_12m,mto_dep_nomina_n3,mto_dep_nomina_n6,nom_giro_empresa,nu_fam2,num_conveniencia,num_dep_nomina_n3,num_no_monetarias,num_prom_dif_ses,num_tienda_desc,prom_txn_capta12m,prom_txn_capta3m,prom_txn_dep_interes_12m,prom_txn_dep_spei_3m,sld_fin_mes_n3,sld_fin_mes_n6,sld_prom_mensual,sld_prom_mensual_n3,sld_prom_mensual_n6,sld_prom_mes,sld_tot_prod_cap_3,sld_vista,std_num_ret_cliente_6m,txn_compra,txn_dispo_atm_12m,txn_dispo_atm_3m,txn_dispo_atm_6m,n_txn_mpg_6m,monto_u6meses,flg_ret_spei_12m,prom_txn_dispo_atm_12m,cod_tipo_cliente_geo,prom_txn_dep_spei_12m,mto_dispo_atm_3m,cod_etapa_comercial,prom_txn_compra_12m,cod_periodicidad,avg_num_canal_sucursal_6,ind_dig_mad_uu3,mto_ret_spei_3m,cod_tipo_dispersion_detalle,num_atm2,meses_sintxn_pago,sum_num_dep_interes_6,huella_captacion,segmento_mn,saldo_max_3,txn_total_capta_12m,mto_dep_spei_3m,cod_cat_cliente,flg_dispo_atm_12m,flg_ret_iva_12m,flg_dep_efectivo_12m,prom_txn_dispo_atm_6m,sld_tot_prod_cap_3m,monto_promedio,fcusuariocreacion,fdfechacreacion,num_periodo_mes
1-1-4174-33554,202510,6,2258,2075,0,0,,,0.0,0.0,,0.0,,,,,0,0,0,0,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,0,0,0,0,0.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,9,0.0,0,0.0,Churn,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
1-1-2470-89720,202510,4,1490,1490,0,0,,,,,,,5. 3 a 4 anios,,,,0,0,0,0,,,,0.0,5498.0,0.0,5498.0,1862.0,0.0,,,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,0.0,0,0,0,0,5498.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,3.0,,0,9,0.0,0,0.0,Churn,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
1-1-9786-17170,202510,7,1941,947,0,0,,,0.0,0.0,,0.0,,N2,,,0,0,0,0,1.0,0.0,,,,,,,0.0,0.0,0.0,,1.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,11,0.0,0,0.0,Churn,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
1-1-8757-1715134,202511,2,1972,0,64,64,,,0.0,0.0,,0.0,,N2,,,0,0,0,0,0.0,0.0,909.76,,,,,,0.0,0.0,0.0,,1.0,,0.0,,,,6.933333,34.8,0.0,0.0,3021.6,6669.6,1295.00429167,1048.06193333,1150.21676667,,,,0.0,,0,0,0,0,,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,1,6,1146.4,12,0.0,,0,1,0,0.0,,,ubdf_app_baz,1767398792,202511
1-1-2080-108082,202510,6,0,0,0,0,,,,,,,,,,,0,0,0,0,,,,,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0,0,0,0,0.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,9,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
1-1-1562-51258,202510,7,2011,0,0,0,,,,,,,,,,,0,0,0,0,0.0,0.0,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,11,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
1-1-2105-47824,202510,2,7079,2619,130,130,,,1.5,1.0,,1306.90723333,,,,,1,1,1,1,,,605.1,,42055.64,0.0,42055.64,,0.26,0.0,0.0,,5.0,,0.0,,2209.901,,2290.311959,1613.1505,0.26,44976.0,3876.82,13144.2,,561.99705,564.38881429,605.1,,,3.141125063837266,,0,0,0,0,19020.0,1,0.0,NULL,106604.0,0.0,,0.0,,0.0,0,5500.0,,,4.0,,1,9,14883.6,97,44976.0,Leal,0,0,1,0.0,,,ubdf_app_baz,1764082518,202510
1-1-6350-74200,202510,6,0,0,0,0,,,,,,,,,,,0,0,0,0,,,,,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0,0,0,0,0.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,9,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
1-1-7604-44337926,202510,7,1428,0,0,0,,,,,,,,,,,0,0,0,0,0.0,0.0,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,11,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
1-33-9546-1569621,202510,2,821,821,27,0,,,0.0,0.0,0.0,0.0,,,,,0,0,0,0,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.11,0.0,0.0,0.0,0.03,0.06,,0.01,0.01,,0.021,0.01,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,2,0.0,,0.0,0,0.0,,,,,0,6,0.0,1,0.0,Churn,0,1,0,0.0,0.023100000000000002,0.0105,ubdf_app_baz,1764082518,202510
1-9-1769-12553,202511,6,2004,0,0,0,,,,,,,,,,,0,0,0,0,,,,,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0,0,0,0,0.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,9,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1767398792,202511
1-1-2078-60523,202511,2,1785,1422,58,58,0.0,0.0,0.16666666666666666,1.0,12.0,674.62131667,,,,,1,1,1,1,,,17.3563,,0.0,0.0,0.0,,22.35,0.0,0.0,,4.0,0.0,0.0,1.0,1181.881,0.0,464.759524,127.012,22.35,540.03,3110.82,25005.75,,13.98804444,204.06093611,17.3563,860.354,12.373,3.204163957519444,,0,0,0,6,0.0,1,0.0,NULL,20187.03,0.0,3,115.0,,0.0,0,550.0,,0.0,,6.0,1,6,1014.01,63,540.03,Leal,0,0,1,0.0,946.3894000000001,430.177,ubdf_app_baz,1767398792,202511
1-1-9882-10172,202511,6,0,0,0,0,,,,,,,,,,,0,0,0,0,,,,,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0,0,0,0,0.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,9,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1767398792,202511
1-1-3144-29373,202510,6,0,0,0,0,,,,,,,,,,,0,0,0,0,,,,,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0,0,0,0,0.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,9,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
1-1-4886-95870,202510,4,1261,0,0,0,,,0.0,0.0,,0.0,7. 5 o mas anios,,,,0,0,0,0,,,,0.0,24546.0,18005.0,24546.0,4308.0,0.0,,0.0,,1.0,,,,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,,,0.0,0,0,0,0,24546.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,0.0,,0,9,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
1-20-1675-2529,202510,6,6923,2522,130,0,,,0.0,1.8333333333333333,,0.0,,,,,0,0,0,0,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,,0.0,,0.0,,50.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,0,0,0,0,0.0,0,0.0,NULL,50.0,0.0,,0.0,,0.0,0,0.0,,,,,0,9,0.0,1,0.0,Churn,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
1-16-1156-1827480,202511,2,478,65,15,15,,,0.6666666666666666,0.0,,0.0,,,,,1,0,0,0,,,0.0,,,,,,0.0,9230.66,9230.66,,2.0,,4.0,,,,108.2804,108.2804,0.0,268.505,35.68,35.68,,2.53496,1.58435,,,,10.633281086601006,,0,0,0,0,,1,0.0,NULL,268.505,0.0,,0.0,04 SEMANAL,0.0,0,1630.0,01 DIRECTA CUENTA SOCIO,,,,1,6,2762.67,25,537.01,,0,0,0,0.0,,,ubdf_app_baz,1767398792,202511
1-33-7760-267148,202511,2,2435,2435,130,130,0.0,310.923529,0.0,1.0,11.0,213.83136667,,,,,1,1,0,1,,,84.3787,,7528.0,0.0,7528.0,,0.04,0.0,0.0,,2.0,0.0,0.0,1.0,2117.941,0.0,237.14037,202.285625,0.04,2861.57,649.7,4665.2,,153.31906667,213.83136667,348.6897,490.606,348.69,1.1690451944500122,,0,0,0,32,0.0,1,0.0,NULL,17780.12,0.0,3,476.7357692,,0.0,0,0.0,,0.0,7.0,,1,6,1018.36,108,2861.57,Leal,0,0,0,0.0,539.6666,245.303,ubdf_app_baz,1767398792,202511
1-1-6949-27950,202510,2,2098,2098,0,0,,,,,0.0,,,,,,0,0,0,0,,,,,,,,,0.0,,,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,2,0.0,,0.0,0,0.0,,,,,0,6,0.0,0,0.0,Churn,0,0,0,0.0,0.0,0.0,ubdf_app_baz,1764082518,202510
1-1-2185-2655,202511,6,7261,0,0,0,,,,,,,,,,,0,0,0,0,,,,,0.0,0.0,0.0,,0.0,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0,0,0,0,0.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,9,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1767398792,202511
1-33-9546-94555,202510,2,2390,2390,0,0,,,0.0,0.0,0.0,0.0,,,,,0,0,0,0,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,3.03,6.06,,0.505,0.505,,1.01,1.0,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,2,0.0,,0.0,0,0.0,,,,,0,6,0.0,0,0.0,Churn,0,0,0,0.0,1.1110000000000002,0.505,ubdf_app_baz,1764082518,202510
1-1-8757-2488999,202510,6,1925,0,0,0,,,0.0,0.0,,0.0,,,,,0,0,0,0,0.0,0.0,,,500.0,500.0,500.0,,0.0,,0.0,,1.0,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0,0,0,0,500.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,0.0,,0,9,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
1-1-4679-51130,202511,6,0,0,0,0,,,,,,,,,,,0,0,0,0,,,,,0.0,0.0,0.0,,0.0,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0,0,0,0,0.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,9,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1767398792,202511
1-1-4844-6226,202510,2,2133,1104,70,70,149.805106,3.085106,1.3333333333333333,1.0,,2433.03448333,,,,,1,1,1,1,,,1065.6987,,868.98,0.0,868.98,,0.21,0.0,0.0,,2.0,26.0,0.0,,461.981,0.0,621.562249,697.118696,0.21,32209.0,14973.28,33289.34,,1141.11826667,1824.7758625,1065.6987,,,9.724539406402068,,68,12,16,100,0.0,1,1074.5529412,NULL,152992.0,18000.0,,308.6198387,,0.0,0,34504.0,,,11.0,,1,9,9246.36,458,32209.0,Leal,1,0,1,1275.0,,,ubdf_app_baz,1764082518,202510
1-1-8757-1235855,202510,7,1946,0,0,0,,,0.0,0.0,,0.0,,,,,0,0,0,0,0.0,0.0,,,,,,,0.0,,0.0,,0.0,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,11,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
1-1-7604-44879263,202511,7,1433,0,0,0,,,,,,,,,,,0,0,0,0,0.0,0.0,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,11,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1767398792,202511
1-1-3418-54498,202511,7,2328,0,0,0,,,,,,,,,,,0,0,0,0,0.0,0.0,,,,,,,0.0,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,11,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1767398792,202511
1-3-9276-30285,202511,2,2049,2049,0,0,,,0.0,0.0,0.0,0.0,,,,,0,0,0,0,,,,,198107.32,21029.22,198107.32,,0.0,0.0,0.0,,1.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,100056.32,0,0.0,NULL,0.0,0.0,2,0.0,,0.0,0,0.0,,,0.0,,0,6,0.0,0,0.0,Churn,0,0,0,0.0,0.0,0.0,ubdf_app_baz,1767398792,202511
1-1-9889-53851,202511,2,4896,71,130,130,0.0,0.0,0.8333333333333334,1.0,,1157.3861,,,,,0,1,1,0,,,40.35,,,,,,0.06,0.0,0.0,,1.0,0.0,0.0,,,0.0,2222.406,2463.784444,0.06,22174.0,21147.24,21349.34,,2284.4222,1157.3861,,,,5.316640543300503,,8,8,8,32,,0,1200.0,NULL,22174.0,9600.0,,920.0591667,,0.0,0,0.0,,,,,1,6,9454.86,10,22174.0,,1,0,1,1200.0,,,ubdf_app_baz,1767398792,202511
1-1-7604-820058,202511,2,2292,2263,75,0,,,0.0,0.0,0.0,0.0,,N2,,,0,0,0,0,0.0,0.0,12339.07,,,,,,0.0,0.0,0.0,,1.0,,0.0,,0.0,,4.8,0.0,0.0,0.0,37017.21,74034.42,12352.87775,12339.07,12339.07,,12345.338,0.0,0.0,,0,0,0,0,,0,0.0,NULL,0.0,0.0,2,0.0,,0.0,0,0.0,,,,,0,6,0.0,3,0.0,Churn,0,1,0,0.0,13579.8718,6172.669,ubdf_app_baz,1767398792,202511
1-1-144-82383,202511,6,0,0,0,0,,,,,,,,,,,0,0,0,0,,,,,1010.5,0.0,1010.5,,0.0,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0,0,0,0,0.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,9.0,,0,9,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1767398792,202511
1-1-7604-43917103,202511,7,1706,1352,0,0,,,0.0,0.0,,0.0,,N2,,,0,0,0,0,1.0,0.0,,,,,,,0.0,0.0,0.0,,1.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,11,0.0,0,0.0,Churn,0,0,0,0.0,,,ubdf_app_baz,1767398792,202511
1-1-6030-20536,202510,6,0,0,0,0,,,,,,,,,,,0,0,0,0,,,,,9303.0,9303.0,9303.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0,0,0,0,9303.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,0.0,,0,9,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
1-1-9305-2083691,202511,2,647,647,0,0,,,0.0,0.0,0.0,0.0,,,,,0,0,0,0,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,2,0.0,,0.0,0,0.0,,,,,0,6,0.0,0,0.0,Churn,0,0,0,0.0,0.0,0.0,ubdf_app_baz,1767398792,202511
1-20-2283-143,202510,2,4872,2519,125,125,0.0,33.0,0.16666666666666666,1.0,12.0,568.33505,,,,,1,1,1,1,,,175.72,,,,,,0.14,0.0,0.0,,2.0,0.0,0.0,2.0,846.836,0.0,579.084102,718.931677,0.14,54122.5,4579.63,4831.56,,835.15083333,426.2512875,,1610.882,2625.289,6.911343333004567,,0,0,0,10,,1,0.0,NULL,228818.64,0.0,3,124.491,,0.0,0,47446.9,,1.0,,2.0,1,6,6001.4,668,54122.5,Leal,0,0,1,0.0,1771.9702000000002,805.441,ubdf_app_baz,1764082518,202510
1-16-1156-1627381,202511,2,1055,875,34,34,,,0.0,0.0,6.0,0.0,,,,,0,1,1,1,,,0.0,,0.0,0.0,0.0,,0.01,0.0,0.0,,2.0,,0.0,,8548.606,,2056.733667,2285.715714,0.01,8400.0,800.0,800.0,,167.74193333,123.5023,853.341,236.653,853.341,0.0,,0,0,0,0,0.0,1,0.0,NULL,15550.5,0.0,3,0.0,,0.0,0,7600.0,,,,1.0,1,6,2800.0,30,8400.0,Leal,0,0,0,0.0,260.3183,118.3265,ubdf_app_baz,1767398792,202511
1-1-9983-9879,202510,6,0,0,0,0,,,,,,,,,,,0,0,0,0,,,,,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0,0,0,0,0.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,9,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
1-1-8757-1063438,202511,7,1977,0,0,0,,,,,,,,,,,0,0,0,0,0.0,0.0,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,11,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1767398792,202511
1-1-9305-2116553,202511,2,5035,506,68,68,,,0.3333333333333333,1.0,,6.6034,,N4,,,1,0,0,1,1.0,1.0,5.0155,,1000.0,0.0,1000.0,,0.0,0.0,0.0,,2.0,,0.0,,2499.499,,383.545909,438.25125,0.0,2250.01,48.12,114.21,28.25159167,5.4337,6.6034,80.8533,,,1.1690451944500122,,0,0,0,0,0.0,1,0.0,NULL,3270.505,0.0,,0.0,,0.0,0,1205.0,,,6.0,,1,9,1006.01,22,2250.01,Leal,0,0,0,0.0,,,ubdf_app_baz,1767398792,202511
1-1-7604-3724780,202510,2,1786,442,58,58,,,0.3333333333333333,0.0,,0.0,,N4,,,0,1,0,1,0.0,1.0,937.6,,,,,,0.02,0.0,0.0,,4.0,,0.0,,1593.23,,1556.645495,34.8,0.02,0.0,6460.8,14035.2,688.78680769,538.4,589.71944167,,,,0.0,,22,0,0,0,,1,1377.2727273,NULL,83878.1,0.0,,324.7,,0.0,0,0.0,,,,,1,11,1146.4,91,0.0,Leal,1,1,1,0.0,,,ubdf_app_baz,1764082518,202510
1-33-9546-1844298,202511,2,401,401,0,0,,,0.0,0.0,0.0,0.0,,,,,0,0,0,0,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,2,0.0,,0.0,0,0.0,,,,,0,6,0.0,0,0.0,Churn,0,0,0,0.0,0.0,0.0,ubdf_app_baz,1767398792,202511
1-1-4857-124053,202511,6,7230,0,121,0,,,0.0,1.0,,0.01,,,,,0,1,0,0,,,,,92366.0,12133.0,92366.0,,0.01,0.0,0.0,,1.0,,0.0,,,,0.01,0.0,0.01,0.0,0.09,0.18,,0.01,0.01,0.01,,,,,0,0,0,0,59446.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,0.0,,0,9,0.0,1,0.0,,0,0,0,0.0,,,ubdf_app_baz,1767398792,202511
1-1-6080-23108,202510,2,3991,821,119,119,,,0.0,1.0,,635.65555,,,,,0,1,1,0,,,594.1571,,0.0,0.0,0.0,,0.1,0.0,0.0,,1.0,,0.0,,0.0,,4.113333,3.318571,0.1,0.0,3641.16,7560.54,,617.8277,635.65555,594.1571,,,0.0,,0,0,0,0,0.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,1,9,630.05,18,0.0,Churn,0,1,0,0.0,,,ubdf_app_baz,1764082518,202510
1-1-3191-7898,202510,6,0,0,0,0,,,,,,,,,,,0,0,0,0,,,,,2058.0,0.0,2058.0,,0.0,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0,0,0,0,0.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,7.0,,0,9,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
1-39-5112-7317,202511,6,0,0,0,0,,,,,,,,,,,0,0,0,0,,,,,1828.0,0.0,1828.0,,0.0,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0,0,0,0,1828.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,4.0,,0,9,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1767398792,202511
1-1-9305-1846179,202510,2,687,0,22,22,18.275862,0.0,6.0,0.0,,0.0,,,,,0,1,1,0,,,364.1832,,,,,,0.04,0.0,0.0,,2.0,19.0,0.0,,,0.0,1333.052,0.01,0.04,0.0,1805.4,2414.25,,575.9908,439.26465,,,,19.903935959168145,,20,0,20,58,,0,1163.75,NULL,5500.0,0.0,,90.6842105,,0.0,0,0.0,,,,,1,6,601.8,20,0.0,,1,1,1,1163.75,,,ubdf_app_baz,1764082518,202510
1-1-9305-2576459,202510,2,4310,0,126,0,,,0.0,1.0,,66.8,,,,,0,0,0,0,,,66.8,,,,,,0.0,0.0,0.0,,1.0,,0.0,,,,1.6,0.0,0.0,0.0,400.8,801.6,,66.8,66.8,,,,0.0,,0,0,0,0,,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,6,0.0,1,0.0,,0,1,0,0.0,,,ubdf_app_baz,1764082518,202510
1-1-7604-2745253,202511,7,1826,0,0,0,,,,,,,,,,,0,0,0,0,0.0,0.0,,,,,,,0.0,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,11,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1767398792,202511
1-1-6187-48420,202510,2,2910,0,95,95,,,0.6666666666666666,1.0,,38581.35663333,,,,,0,1,1,0,,,31198.4094,,20121.35,0.0,20121.35,,3.9,0.0,0.0,,1.0,,0.0,,,,2500.26,0.32,3.9,0.0,116238.81,254379.92,,39875.17446667,38581.35663333,31198.4094,,,0.5477225575051661,,1,1,1,1,20121.35,0,7000.0,NULL,0.0,7000.0,,0.0,,0.0,0,0.0,,,4.0,,1,6,40745.93,15,0.0,,1,0,1,7000.0,,,ubdf_app_baz,1764082518,202510
1-1-6994-55176,202511,7,4050,0,0,0,,,,,,,,N4,,,0,0,0,0,0.0,1.0,,,,,,,0.0,,,,1.0,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,11,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1767398792,202511
1-1-1037-70898,202510,4,0,0,0,0,,,,,,,7. 5 o mas anios,,,,0,0,0,0,,,,0.0,0.0,0.0,0.0,10230.0,0.0,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,0.0,0,0,0,0,0.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,9,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
1-1-2186-1653,202511,6,1411,1411,0,0,,,,,,,,,,,0,0,0,0,,,,,129372.0,0.0,129372.0,,0.0,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0,0,0,0,7214.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,1.0,,0,9,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1767398792,202511
1-1-9695-10676,202511,6,0,0,0,0,,,,,,,,,,,0,0,0,0,,,,,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0,0,0,0,0.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,9,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1767398792,202511
1-1-8757-494287,202510,7,1954,0,0,0,,,,,,,,,,,0,0,0,0,0.0,0.0,,,,,,,0.0,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,11,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1764082518,202510
1-1-2026-7874,202511,6,6817,0,0,0,,,,,,,,,,,0,0,0,0,,,,,0.0,0.0,0.0,,0.0,,,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0,0,0,0,0.0,0,0.0,NULL,0.0,0.0,,0.0,,0.0,0,0.0,,,,,0,9,0.0,0,0.0,,0,0,0,0.0,,,ubdf_app_baz,1767398792,202511
1-1-9305-2174738,202510,2,594,594,0,0,,,,,0.0,,,,,,0,0,0,0,,,,,,,,,0.0,,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,0,0,0,0,,0,0.0,NULL,0.0,0.0,2,0.0,,0.0,0,0.0,,0.0,,,0,6,0.0,0,0.0,Churn,0,0,0,0.0,0.0,0.0,ubdf_app_baz,1764082518,202510
